,SOQL Query
7980,"SELECT MiddleName,LastName FROM Lead ORDER BY LeadSource DESC NULLS LAST"
7981,"SELECT AccountId,Id FROM Opportunity ORDER BY LeadSource NULLS LAST"
7982,"SELECT IsPersonAccount,Ownership FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
7983,"SELECT HasOpenActivity,IsClosed FROM Opportunity ORDER BY Amount NULLS LAST"
7984,"SELECT FirstName,Rating FROM Lead ORDER BY AnnualRevenue NULLS LAST"
7985,"SELECT MiddleName,AccountId FROM Contact ORDER BY Department"
7986,"SELECT Company,LastName FROM Lead ORDER BY Rating DESC NULLS LAST"
7987,SELECT EmployeeNumber FROM User GROUP BY JobProfile__c
7988,"SELECT Department,IsActive FROM User ORDER BY Department NULLS LAST"
7989,SELECT CaseNumber FROM Case GROUP BY Status
7990,"SELECT MobilePhone,Country FROM Lead ORDER BY Name DESC"
7991,"SELECT FiscalYear,Probability FROM Opportunity ORDER BY Probability DESC"
7992,"SELECT BillingPhoneNumber,ShippingCountry FROM Order ORDER BY Name"
7993,"SELECT AccountId,Description FROM Opportunity ORDER BY Probability DESC NULLS LAST"
7994,"SELECT Email,UserType FROM User GROUP BY JobProfile__c"
7995,"SELECT LastName,Department FROM Contact ORDER BY FirstName DESC"
7996,"SELECT Id,Company FROM Lead ORDER BY FirstName DESC"
7997,"SELECT Probability,AccountId FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
7998,"SELECT LeadSource,AccountId FROM Contact ORDER BY Name NULLS LAST"
7999,"SELECT Id,Probability FROM Opportunity ORDER BY Probability DESC NULLS LAST"
8000,"SELECT IsConverted,Id FROM Lead ORDER BY FirstName NULLS LAST"
8001,"SELECT FiscalYear,Probability FROM Opportunity ORDER BY Name DESC"
8002,"SELECT AccountId,Description FROM Contact ORDER BY FirstName NULLS LAST"
8003,"SELECT Type,Website FROM Account ORDER BY Name DESC"
8004,"SELECT FiscalYear,Probability FROM Opportunity ORDER BY Amount"
8005,"SELECT AssetLevel,Name FROM Asset ORDER BY Quantity DESC"
8006,"SELECT Name,Id FROM Contact ORDER BY FirstName DESC"
8007,"SELECT Reason,OwnerId FROM Case"
8008,"SELECT Description,SerialNumber FROM Asset ORDER BY Name"
8009,SELECT AuthorId FROM Document
8010,"SELECT org62_Chatter_Link__c,Division FROM User ORDER BY Name"
8011,"SELECT ContactId,Id FROM Opportunity"
8012,"SELECT LastName,Department FROM Contact ORDER BY Department NULLS LAST"
8013,"SELECT org62_Chatter_Link__c,Division FROM User GROUP BY JobProfile__c"
8014,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY NumberOfEmployees DESC"
8015,"SELECT IsClosed,OwnerId FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
8016,"SELECT OwnerId,EndDate FROM Order ORDER BY Name"
8017,"SELECT Name,AccountId FROM Asset GROUP BY AssetLevel"
8018,"SELECT LeadSource,Department FROM Contact ORDER BY LastName DESC"
8019,"SELECT Name,BillingCity FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
8020,"SELECT State,MobilePhone FROM Lead ORDER BY Rating DESC"
8021,"SELECT Business_Unit__c,Email FROM User ORDER BY Department"
8022,"SELECT Username,EmployeeNumber FROM User GROUP BY State"
8023,SELECT LastName FROM Lead GROUP BY State
8024,"SELECT Amount,Id FROM Opportunity ORDER BY Amount DESC"
8025,"SELECT BillingStreet,BillingCountry FROM Account GROUP BY BillingCity"
8026,"SELECT ShippingState,Description FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
8027,"SELECT LeadSource,ContactId FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
8028,"SELECT OwnerId,Description FROM Case ORDER BY ClosedDate DESC"
8029,"SELECT Id,Phone FROM Lead GROUP BY State"
8030,"SELECT LastName,Rating FROM Lead ORDER BY LastName DESC NULLS LAST"
8031,"SELECT BillingCity,BillingPostalCode FROM Account ORDER BY NumberOfEmployees"
8032,"SELECT Email,NumberOfEmployees FROM Lead ORDER BY FirstName DESC NULLS LAST"
8033,"SELECT MobilePhone,Email FROM Lead GROUP BY State"
8034,"SELECT AccountId,LastName FROM Contact ORDER BY LastName DESC"
8035,"SELECT LastName,Department FROM Contact ORDER BY Name NULLS LAST"
8036,"SELECT ShippingState,Description FROM Order ORDER BY TotalAmount NULLS LAST"
8037,SELECT AccountId FROM User
8038,"SELECT Id,ManagerId FROM User ORDER BY Name NULLS LAST"
8039,"SELECT GrandTotalAmount,Status FROM Order ORDER BY Name DESC NULLS LAST"
8040,"SELECT LastName,Id FROM Lead ORDER BY LeadSource DESC NULLS LAST"
8041,"SELECT MiddleName,State FROM Lead ORDER BY LastName DESC NULLS LAST"
8042,"SELECT AccountId,LeadSource FROM Contact ORDER BY Name DESC"
8043,"SELECT Phone,BillingState FROM Account ORDER BY NumberOfEmployees NULLS LAST"
8044,"SELECT NextStep,OwnerId FROM Opportunity ORDER BY Amount DESC"
8045,"SELECT Business_Unit__c,Email FROM User ORDER BY Department NULLS LAST"
8046,"SELECT State,Rating FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
8047,"SELECT Ownership,Id FROM Account GROUP BY Type"
8048,"SELECT Industry,Id FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
8049,"SELECT Phone,Company FROM Lead ORDER BY NumberOfEmployees DESC"
8050,"SELECT AccountNumber,NumberOfEmployees,AccountNumber FROM Account"
8051,"SELECT Rating,Country FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
8052,"SELECT Business_Unit__c,Username FROM User ORDER BY FirstName DESC NULLS LAST"
8053,"SELECT AccountId,LeadSource FROM Contact ORDER BY FirstName DESC"
8054,"SELECT ShippingCity,BillingCity,ShippingCity FROM Order"
8055,"SELECT Name,Phone FROM Contact ORDER BY Name DESC"
8056,"SELECT LastName,Rating FROM Lead"
8057,"SELECT EndDate,Description FROM Order ORDER BY GrandTotalAmount NULLS LAST"
8058,"SELECT EndDate,BillingCity,EndDate FROM Order"
8059,"SELECT Description,ContactId FROM Asset ORDER BY Price DESC"
8060,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY LeadSource DESC NULLS LAST"
8061,"SELECT ShippingCountry,Description FROM Order ORDER BY TotalAmount DESC"
8062,"SELECT OwnerId,Origin FROM Case GROUP BY Type"
8063,"SELECT BillingPhoneNumber,Id FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
8064,"SELECT Id,Phone FROM Lead GROUP BY Status"
8065,"SELECT Rating,Country FROM Lead"
8066,"SELECT State,UserType FROM User ORDER BY LastName"
8067,"SELECT AccountId,LeadSource FROM Contact ORDER BY Department DESC NULLS LAST"
8068,"SELECT Department,LeadSource FROM Contact ORDER BY Department DESC NULLS LAST"
8069,"SELECT IsClosed,IsEscalated,IsClosed FROM Case"
8070,"SELECT Id,MiddleName FROM Contact ORDER BY LastName NULLS LAST"
8071,"SELECT Company,LastName FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
8072,SELECT Rating FROM Lead GROUP BY Status
8073,"SELECT MiddleName,AccountId FROM Contact ORDER BY Name NULLS LAST"
8074,"SELECT Division,Username FROM User ORDER BY LastName"
8075,"SELECT Id,FirstName FROM Contact ORDER BY FirstName NULLS LAST"
8076,"SELECT Email,NumberOfEmployees FROM Lead ORDER BY Name NULLS LAST"
8077,"SELECT Id,Quantity FROM Asset"
8078,SELECT AccountId FROM Case
8079,"SELECT Status,Id,Status FROM Order"
8080,"SELECT IsConverted,MobilePhone FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
8081,"SELECT Probability,AccountId FROM Opportunity ORDER BY LeadSource DESC"
8082,SELECT Name FROM Lead GROUP BY IsConverted
8083,"SELECT Phone,Company FROM Lead GROUP BY Status"
8084,"SELECT ShippingCountry,AccountId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST"
8085,"SELECT Status,BillingCountry FROM Order ORDER BY Name DESC"
8086,"SELECT BillingPostalCode,AccountNumber FROM Account GROUP BY BillingState"
8087,"SELECT Id,Rating FROM Lead ORDER BY Rating DESC"
8088,"SELECT BillingPostalCode,BillingStreet FROM Account ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
8089,"SELECT Id,Quantity FROM Asset ORDER BY Name DESC"
8090,"SELECT HasOpenActivity,IsClosed FROM Opportunity ORDER BY Amount"
8091,"SELECT EndDate,Name FROM Order ORDER BY GrandTotalAmount NULLS LAST"
8092,"SELECT Id,Name FROM User GROUP BY JobFamily__c"
8093,"SELECT AboutMe,Department FROM User GROUP BY State"
8094,"SELECT Department,Id FROM Contact"
8095,"SELECT BillingCountry,Name FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
8096,"SELECT Probability,FiscalYear FROM Opportunity ORDER BY Name DESC"
8097,"SELECT SerialNumber,Status FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
8098,"SELECT Type,LeadSource FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
8099,"SELECT BillingCity,ShippingState FROM Order ORDER BY TotalAmount NULLS LAST"
8100,"SELECT Description,ContactId FROM Asset ORDER BY SerialNumber"
8101,SELECT JobFamily__c FROM User GROUP BY Business_Unit__c
8102,"SELECT Status,Description FROM Order ORDER BY OrderedDate DESC NULLS LAST"
8103,"SELECT AccountId,Probability FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
8104,"SELECT Name,IsClosed FROM Opportunity ORDER BY Name DESC NULLS LAST"
8105,SELECT Name FROM Asset
8106,"SELECT Id,Email,Id FROM Lead"
8107,"SELECT Status,Description FROM Order GROUP BY BillingState"
8108,"SELECT Type,AnnualRevenue FROM Account ORDER BY NumberOfEmployees DESC"
8109,"SELECT Id,FirstName,Id FROM Contact"
8110,"SELECT AccountId,GrandTotalAmount FROM Order GROUP BY Type"
8111,"SELECT ShippingState,EndDate,ShippingState FROM Order"
8112,"SELECT Rating,Country FROM Lead GROUP BY Rating"
8113,"SELECT ShippingCountry,AccountId FROM Order GROUP BY BillingCity"
8114,"SELECT AccountId,ContactId FROM Asset"
8115,"SELECT Country,MiddleName FROM Lead ORDER BY AnnualRevenue NULLS LAST"
8116,"SELECT MiddleName,Description FROM Lead ORDER BY LastName DESC"
8117,"SELECT IsPersonAccount,LeadSource FROM Contact ORDER BY Name NULLS LAST"
8118,"SELECT org62_Chatter_Link__c,Country FROM User ORDER BY Department DESC"
8119,"SELECT Type,LeadSource FROM Opportunity ORDER BY Name"
8120,"SELECT AccountId,Id FROM Asset ORDER BY Price NULLS LAST"
8121,"SELECT EndDate,Name FROM Order ORDER BY OrderedDate DESC NULLS LAST"
8122,"SELECT Status,Country FROM Lead"
8123,"SELECT FiscalYear,Probability FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
8124,SELECT Company FROM Lead GROUP BY IsConverted
8125,"SELECT NumberOfEmployees,Ownership FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
8126,"SELECT Email,Company FROM Lead ORDER BY LastName"
8127,"SELECT LastName,Status FROM Lead ORDER BY Rating DESC NULLS LAST"
8128,"SELECT IsConverted,FirstName FROM Lead GROUP BY State"
8129,"SELECT MobilePhone,Country FROM Lead ORDER BY Rating"
8130,"SELECT ShippingCity,EndDate FROM Order ORDER BY TotalAmount DESC NULLS LAST"
8131,"SELECT IsConverted,Id FROM Lead GROUP BY City"
8132,"SELECT FirstName,Country FROM Lead ORDER BY FirstName"
8133,"SELECT AccountId,Status FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
8134,"SELECT Description,Industry FROM Account ORDER BY NumberOfEmployees"
8135,"SELECT AccountId,Id FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
8136,"SELECT ShippingState,BillingCity FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
8137,"SELECT BillingCountry,TotalAmount FROM Order ORDER BY Name DESC"
8138,"SELECT Status,BillingCountry FROM Order ORDER BY OrderedDate DESC NULLS LAST"
8139,"SELECT State,Rating FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
8140,"SELECT ContentType,Id FROM Document GROUP BY Type"
8141,"SELECT AccountId,Division FROM User GROUP BY State"
8142,"SELECT LastName,IsPersonAccount,LastName FROM Contact"
8143,"SELECT Type,AnnualRevenue FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
8144,SELECT Email FROM Contact
8145,"SELECT BillingState,AccountId FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
8146,"SELECT EndDate,Description FROM Order GROUP BY Status"
8147,"SELECT Id,Name FROM User ORDER BY Name"
8148,"SELECT Type,NumberOfEmployees FROM Account ORDER BY AnnualRevenue DESC"
8149,"SELECT Id,Rating FROM Lead ORDER BY FirstName DESC NULLS LAST"
8150,"SELECT OwnerId,EndDate FROM Order ORDER BY TotalAmount NULLS LAST"
8151,"SELECT LastName,AccountId,LastName FROM Contact"
8152,"SELECT AccountId,LeadSource FROM Contact ORDER BY LastName NULLS LAST"
8153,"SELECT LeadSource,AccountId FROM Contact ORDER BY Name DESC"
8154,"SELECT Id,BillingCountry FROM Order ORDER BY Name"
8155,"SELECT FirstName,EmployeeNumber FROM User ORDER BY LastName"
8156,"SELECT Body,Keywords FROM Document ORDER BY Name"
8157,"SELECT Name,BillingStreet FROM Account ORDER BY NumberOfEmployees NULLS LAST"
8158,"SELECT Email,LastName FROM Contact ORDER BY Name DESC"
8159,"SELECT LastName,MiddleName FROM Lead ORDER BY Rating NULLS LAST"
8160,"SELECT OwnerId,IsClosed FROM Case"
8161,"SELECT Department,Id FROM Contact ORDER BY FirstName DESC NULLS LAST"
8162,"SELECT Id,Probability FROM Opportunity GROUP BY Type"
8163,"SELECT Ownership,Id FROM Account ORDER BY NumberOfEmployees NULLS LAST"
8164,"SELECT MiddleName,AccountId FROM Contact ORDER BY LeadSource DESC"
8165,"SELECT LastName,MiddleName FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
8166,"SELECT Id,Company FROM Lead ORDER BY Name DESC NULLS LAST"
8167,"SELECT AccountId,ShippingCity FROM Order GROUP BY BillingCity"
8168,"SELECT LastName,Company,LastName FROM Lead"
8169,"SELECT OrderedDate,Status FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
8170,SELECT AnnualRevenue FROM Lead GROUP BY Country
8171,"SELECT FiscalQuarter,Description FROM Opportunity ORDER BY Name DESC"
8172,"SELECT NumberOfEmployees,BillingCountry FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8173,"SELECT Department,IsPersonAccount FROM Contact ORDER BY Name DESC NULLS LAST"
8174,"SELECT MiddleName,Description FROM Lead ORDER BY FirstName DESC"
8175,"SELECT Id,Country FROM User GROUP BY Business_Unit__c"
8176,"SELECT BillingCountry,TotalAmount FROM Order GROUP BY BillingCountry"
8177,"SELECT BillingState,AccountId FROM Order ORDER BY Name"
8178,"SELECT Description,ContactId FROM Asset ORDER BY Price NULLS LAST"
8179,"SELECT Industry,AnnualRevenue FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
8180,"SELECT AnnualRevenue,Company FROM Lead ORDER BY LastName NULLS LAST"
8181,SELECT Username FROM User GROUP BY Department
8182,"SELECT Status,ContactId FROM Case GROUP BY Status"
8183,"SELECT Status,Company FROM Lead ORDER BY NumberOfEmployees"
8184,"SELECT Id,ManagerId FROM User GROUP BY JobFamily__c"
8185,"SELECT Status,Description FROM Order ORDER BY GrandTotalAmount"
8186,"SELECT Phone,Description FROM Lead ORDER BY LastName DESC"
8187,"SELECT BillingState,AccountId FROM Order ORDER BY GrandTotalAmount"
8188,"SELECT BillingStreet,Type FROM Account ORDER BY Name DESC NULLS LAST"
8189,"SELECT Id,Name FROM User ORDER BY FirstName NULLS LAST"
8190,"SELECT BillingCity,Type FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
8191,SELECT Email FROM User GROUP BY Division
8192,"SELECT Phone,Website FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
8193,"SELECT Email,Division FROM User GROUP BY JobProfile__c"
8194,"SELECT Body,Name FROM Document ORDER BY Name"
8195,"SELECT Id,Description FROM Contact ORDER BY LeadSource DESC NULLS LAST"
8196,"SELECT EmployeeNumber,FirstName FROM User ORDER BY FirstName NULLS LAST"
8197,SELECT BillingCountry FROM Account GROUP BY BillingState
8198,"SELECT LastName,Department FROM Contact"
8199,SELECT AccountId FROM Order GROUP BY Status
8200,SELECT Description FROM Case GROUP BY Type
8201,"SELECT Company,LastName FROM Lead ORDER BY Name"
8202,"SELECT ShippingCountry,Name FROM Order ORDER BY OrderedDate DESC NULLS LAST"
8203,"SELECT MiddleName,Description FROM Lead ORDER BY LastName"
8204,"SELECT AccountId,UserRoleId FROM User ORDER BY Department DESC NULLS LAST"
8205,"SELECT ShippingCountry,BillingState FROM Order GROUP BY BillingCountry"
8206,"SELECT Name,LeadSource FROM Contact ORDER BY Department DESC NULLS LAST"
8207,"SELECT AnnualRevenue,Phone FROM Account ORDER BY NumberOfEmployees NULLS LAST"
8208,"SELECT LastName,MiddleName FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
8209,"SELECT Email,Company FROM Lead GROUP BY City"
8210,"SELECT FirstName,Country FROM Lead ORDER BY Rating"
8211,"SELECT BillingPhoneNumber,Id FROM Order ORDER BY TotalAmount DESC NULLS LAST"
8212,"SELECT MiddleName,State FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
8213,"SELECT LeadSource,OwnerId FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
8214,"SELECT Rating,State FROM Lead ORDER BY Rating"
8215,"SELECT SerialNumber,Id FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
8216,"SELECT Country,EmployeeNumber FROM User ORDER BY Name DESC"
8217,"SELECT AnnualRevenue,Phone FROM Account ORDER BY AnnualRevenue NULLS LAST"
8218,"SELECT OwnerId,BillingCity FROM Order ORDER BY TotalAmount NULLS LAST"
8219,"SELECT FirstName,Company FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8220,"SELECT City,MiddleName FROM User ORDER BY Department DESC NULLS LAST"
8221,"SELECT ShippingCity,Type FROM Order ORDER BY GrandTotalAmount NULLS LAST LIMIT 1"
8222,"SELECT IsConverted,Id FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
8223,"SELECT MiddleName,State FROM Lead"
8224,"SELECT Phone,Name FROM Contact"
8225,SELECT Status FROM Order GROUP BY Status
8226,"SELECT Email,City FROM User GROUP BY Department"
8227,SELECT IsConverted FROM Lead GROUP BY Country
8228,"SELECT TotalAmount,Status FROM Order ORDER BY GrandTotalAmount NULLS LAST"
8229,"SELECT Email,MiddleName FROM Contact ORDER BY Name DESC"
8230,"SELECT Description,Price FROM Asset ORDER BY Price DESC"
8231,"SELECT IsPublic,Id FROM Document ORDER BY Name DESC"
8232,"SELECT Industry,Id FROM Account"
8233,"SELECT LeadSource,StageName FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
8234,"SELECT Email,Business_Unit__c FROM User ORDER BY FirstName"
8235,"SELECT Industry,BillingCountry,Industry FROM Account"
8236,"SELECT BillingStreet,Industry FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8237,"SELECT Department,EmployeeNumber FROM User GROUP BY Department"
8238,"SELECT IsClosed,Type FROM Case"
8239,"SELECT Name,OwnerId FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
8240,"SELECT FirstName,Company FROM Lead ORDER BY NumberOfEmployees DESC"
8241,"SELECT AccountId,Id FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
8242,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
8243,"SELECT IsClosed,LeadSource FROM Opportunity ORDER BY Amount"
8244,"SELECT ShippingCountry,BillingState FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
8245,"SELECT Probability,FiscalYear FROM Opportunity ORDER BY Amount DESC NULLS LAST"
8246,"SELECT Id,Company FROM Lead ORDER BY FirstName"
8247,"SELECT FirstName,LeadSource FROM Contact ORDER BY Name NULLS LAST"
8248,"SELECT LeadSource,StageName FROM Opportunity ORDER BY Name NULLS LAST"
8249,"SELECT Rating,Country FROM Lead ORDER BY AnnualRevenue"
8250,"SELECT BillingStreet,AccountNumber FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
8251,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Name NULLS LAST"
8252,"SELECT AnnualRevenue,Description FROM Lead GROUP BY State"
8253,"SELECT Email,Division FROM User GROUP BY State"
8254,"SELECT AnnualRevenue,Id FROM Account ORDER BY NumberOfEmployees"
8255,"SELECT Company,LastName FROM Lead ORDER BY LastName DESC NULLS LAST"
8256,"SELECT ShippingCountry,ShippingCity FROM Order ORDER BY GrandTotalAmount NULLS LAST"
8257,"SELECT Phone,Name FROM Contact ORDER BY LeadSource DESC"
8258,"SELECT BillingCountry,OwnerId FROM Order"
8259,"SELECT NumberOfEmployees,BillingState FROM Account GROUP BY BillingState"
8260,"SELECT Industry,Id FROM Account GROUP BY BillingCountry"
8261,"SELECT Name,Phone FROM Contact ORDER BY Department"
8262,"SELECT Author.Name,ContentType FROM Document GROUP BY Type"
8263,SELECT Department FROM User GROUP BY State
8264,"SELECT Email,Rating FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
8265,"SELECT Id,ManagerId FROM User ORDER BY Name DESC NULLS LAST"
8266,"SELECT State,Rating FROM Lead ORDER BY NumberOfEmployees DESC"
8267,"SELECT BillingCountry,BillingCity FROM Order ORDER BY Name"
8268,"SELECT BillingCountry,TotalAmount FROM Order ORDER BY Name"
8269,"SELECT IsConverted,FirstName FROM Lead ORDER BY Rating"
8270,"SELECT BillingCity,ShippingState FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
8271,"SELECT Email,Rating FROM Lead ORDER BY FirstName DESC"
8272,"SELECT MiddleName,AccountId FROM Contact GROUP BY Department"
8273,"SELECT FirstName,EmployeeNumber FROM User ORDER BY FirstName NULLS LAST"
8274,"SELECT IsClosed,FiscalQuarter FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
8275,"SELECT Company,State FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
8276,SELECT UserType FROM User GROUP BY Business_Unit__c
8277,"SELECT BillingStreet,BillingCountry FROM Account ORDER BY AnnualRevenue"
8278,"SELECT CaseNumber,ClosedDate FROM Case"
8279,"SELECT IsConverted,NumberOfEmployees FROM Lead ORDER BY Rating DESC NULLS LAST"
8280,"SELECT CaseNumber,Id FROM Case GROUP BY Status"
8281,"SELECT FiscalQuarter,Description FROM Opportunity ORDER BY Probability DESC"
8282,"SELECT Amount,Type FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
8283,"SELECT Phone,BillingState FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8284,"SELECT Description,OwnerId FROM Case ORDER BY ClosedDate DESC"
8285,"SELECT AboutMe,Division FROM User"
8286,"SELECT Description,MiddleName FROM Lead ORDER BY LastName NULLS LAST"
8287,"SELECT Price,Quantity FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
8288,SELECT JobProfile__c FROM User GROUP BY Division
8289,"SELECT AccountNumber,BillingCity FROM Account ORDER BY AnnualRevenue DESC"
8290,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Name NULLS LAST"
8291,"SELECT JobFamily__c,Division FROM User ORDER BY LastName DESC NULLS LAST"
8292,"SELECT AnnualRevenue,Company FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
8293,"SELECT Name,FirstName FROM User GROUP BY JobFamily__c"
8294,"SELECT Phone,Company FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
8295,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY LeadSource NULLS LAST"
8296,"SELECT Status,Description FROM Order ORDER BY TotalAmount NULLS LAST"
8297,"SELECT Name,BillingStreet FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
8298,"SELECT Quantity,ContactId FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
8299,"SELECT BillingPhoneNumber,Id FROM Order GROUP BY Type"
8300,"SELECT LastName,Id FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
8301,"SELECT Phone,Website FROM Account ORDER BY Name NULLS LAST"
8302,"SELECT Type,ClosedDate FROM Case"
8303,"SELECT Status,City FROM Lead ORDER BY Name NULLS LAST"
8304,"SELECT CompanyName,Region__c FROM User GROUP BY State"
8305,"SELECT Division,Username FROM User ORDER BY Name DESC NULLS LAST"
8306,"SELECT Type,Body FROM Document ORDER BY Name DESC NULLS LAST"
8307,"SELECT Type,ClosedDate FROM Case GROUP BY Status"
8308,"SELECT Email,Division FROM User ORDER BY LastName NULLS LAST"
8309,"SELECT AccountId,Probability FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
8310,"SELECT Id,FirstName FROM Contact ORDER BY FirstName DESC NULLS LAST"
8311,"SELECT LastName,Email FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
8312,"SELECT Ownership,AccountNumber FROM Account ORDER BY AnnualRevenue NULLS LAST"
8313,"SELECT ShippingCity,Type FROM Order ORDER BY TotalAmount DESC NULLS LAST"
8314,"SELECT Body,Id FROM Document ORDER BY Name DESC"
8315,"SELECT FirstName,Country FROM Lead ORDER BY AnnualRevenue DESC"
8316,"SELECT Price,Quantity FROM Asset ORDER BY Quantity DESC"
8317,"SELECT Id,Probability FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
8318,"SELECT Business_Unit__c,Email FROM User ORDER BY LastName NULLS LAST"
8319,"SELECT BillingStreet,Type FROM Account ORDER BY NumberOfEmployees DESC"
8320,"SELECT Company,State FROM Lead ORDER BY LastName"
8321,SELECT Price FROM Asset GROUP BY AssetLevel
8322,"SELECT IsEscalated,Id,IsEscalated FROM Case"
8323,"SELECT AccountId,OrderedDate FROM Order GROUP BY BillingCountry"
8324,SELECT count(id) FROM Lead GROUP BY Country
8325,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Name DESC NULLS LAST"
8326,"SELECT AccountId,Status FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
8327,"SELECT Name,BillingStreet FROM Account GROUP BY BillingCountry"
8328,"SELECT Id,Probability FROM Opportunity ORDER BY Probability NULLS LAST"
8329,"SELECT Quantity,Status FROM Asset GROUP BY AssetLevel"
8330,"SELECT LastName,Email,LastName FROM Lead"
8331,"SELECT Company,Description,Company FROM Lead"
8332,"SELECT NumberOfEmployees,Ownership FROM Account ORDER BY Name NULLS LAST"
8333,"SELECT Company,State FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
8334,"SELECT Name,LeadSource FROM Contact"
8335,"SELECT IsActive,JobFamily__c FROM User GROUP BY Country"
8336,"SELECT Company,Id FROM Lead GROUP BY City"
8337,"SELECT Website,Name,Website FROM Account"
8338,"SELECT LastName,Id FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
8339,"SELECT Email,Region__c FROM User GROUP BY Division"
8340,"SELECT Comments,ContactPhone FROM Case GROUP BY Status"
8341,"SELECT Business_Unit__c,Username FROM User ORDER BY FirstName NULLS LAST"
8342,"SELECT MiddleName,Description FROM Lead ORDER BY LastName DESC NULLS LAST"
8343,"SELECT Email,Rating FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
8344,SELECT IsConverted FROM Lead GROUP BY City
