,SOQL Query
9336,"SELECT FirstName,Rating FROM Lead ORDER BY LastName DESC NULLS LAST"
9337,"SELECT Id,Email FROM Contact ORDER BY Department DESC NULLS LAST"
9338,"SELECT Company,MobilePhone FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
9339,"SELECT Status,ContactId FROM Asset ORDER BY Name"
9340,"SELECT Email,LastName FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
9341,"SELECT Region__c,Business_Unit__c FROM User GROUP BY Country"
9342,"SELECT Id,AccountId FROM Asset ORDER BY SerialNumber DESC"
9343,"SELECT Comments,IsClosed FROM Case GROUP BY Type"
9344,"SELECT SerialNumber,Id FROM Asset ORDER BY Quantity NULLS LAST"
9345,"SELECT Author.Name,Id FROM Document ORDER BY Name DESC NULLS LAST"
9346,"SELECT AccountId,LastName FROM Contact ORDER BY Department"
9347,"SELECT Title,JobProfile__c FROM User"
9348,"SELECT AssetLevel,Status FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
9349,"SELECT Id,ContactId FROM Opportunity ORDER BY Amount NULLS LAST"
9350,"SELECT Department,Email FROM Contact ORDER BY LastName"
9351,"SELECT BillingStreet,BillingCity FROM Account ORDER BY NumberOfEmployees DESC"
9352,SELECT ShippingState FROM Order
9353,"SELECT Name,ContactId FROM Opportunity ORDER BY Name"
9354,"SELECT Name,Id FROM Contact ORDER BY Department NULLS LAST"
9355,"SELECT Ownership,Website FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
9356,"SELECT LastName,FirstName FROM Contact ORDER BY LeadSource DESC"
9357,"SELECT AccountId,AccountId FROM User ORDER BY Name DESC NULLS LAST"
9358,"SELECT Status,AccountId FROM Asset GROUP BY Status"
9359,"SELECT Department,EmployeeNumber FROM User ORDER BY Department DESC NULLS LAST"
9360,"SELECT Id,Name FROM Document GROUP BY Type"
9361,"SELECT Country,MiddleName FROM Lead ORDER BY AnnualRevenue NULLS LAST LIMIT 1"
9362,"SELECT BillingCountry,TotalAmount FROM Order ORDER BY OrderedDate DESC"
9363,"SELECT LeadSource,FirstName FROM Contact ORDER BY Department"
9364,"SELECT Description,Name,Description FROM Document"
9365,"SELECT GrandTotalAmount,BillingState FROM Order GROUP BY BillingCity"
9366,"SELECT EmployeeNumber,FirstName FROM User ORDER BY Name DESC"
9367,"SELECT Id,Phone FROM Lead GROUP BY Status"
9368,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY Name"
9369,"SELECT Ownership,AnnualRevenue FROM Account GROUP BY BillingState"
9370,SELECT EndDate FROM Order GROUP BY Type
9371,"SELECT Email,MiddleName FROM Lead ORDER BY Rating"
9372,"SELECT Url,ContentType FROM Document ORDER BY Name"
9373,"SELECT EmployeeNumber,AccountId FROM User GROUP BY Country"
9374,"SELECT AccountId,FiscalQuarter FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
9375,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY LeadSource DESC"
9376,SELECT Email FROM Contact
9377,"SELECT Email,Email FROM Contact ORDER BY FirstName DESC NULLS LAST"
9378,"SELECT BillingPhoneNumber,ShippingCountry FROM Order ORDER BY TotalAmount NULLS LAST"
9379,SELECT BillingStreet FROM Account GROUP BY BillingCountry
9380,"SELECT Name,Name FROM Contact ORDER BY Name DESC"
9381,"SELECT IsPersonAccount,Email FROM Contact ORDER BY FirstName NULLS LAST"
9382,"SELECT AccountNumber,BillingCity FROM Account ORDER BY AnnualRevenue NULLS LAST"
9383,"SELECT Id,Description FROM Asset ORDER BY Name"
9384,"SELECT ContactId,ContactId FROM Opportunity ORDER BY Amount"
9385,"SELECT LeadSource,FirstName,LeadSource FROM Lead"
9386,"SELECT BillingState,AccountId FROM Order GROUP BY BillingState"
9387,"SELECT Price,AssetLevel FROM Asset ORDER BY Price DESC NULLS LAST"
9388,"SELECT Division,JobProfile__c FROM User ORDER BY Department DESC NULLS LAST"
9389,"SELECT AccountId,OwnerId FROM Order ORDER BY OrderedDate NULLS LAST"
9390,"SELECT MiddleName,IsConverted FROM Lead GROUP BY Status"
9391,"SELECT Email,Name FROM Contact ORDER BY LeadSource DESC"
9392,"SELECT Id,MiddleName FROM Contact ORDER BY FirstName DESC"
9393,"SELECT AboutMe,Department FROM User ORDER BY FirstName"
9394,"SELECT Description,BillingStreet FROM Account ORDER BY Name DESC"
9395,"SELECT Rating,MiddleName FROM Lead GROUP BY IsConverted"
9396,"SELECT BillingCountry,IsPersonAccount FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
9397,SELECT UserRoleId FROM User GROUP BY JobProfile__c
9398,"SELECT IsClosed,ContactId FROM Opportunity ORDER BY Name NULLS LAST"
9399,SELECT Username FROM User GROUP BY JobFamily__c
9400,"SELECT Id,State FROM Lead ORDER BY Name DESC NULLS LAST"
9401,"SELECT State,Country FROM Lead ORDER BY LastName NULLS LAST"
9402,"SELECT Status,Description FROM Order GROUP BY Status"
9403,SELECT AboutMe FROM User GROUP BY Business_Unit__c
9404,"SELECT LastName,Department FROM Contact ORDER BY Department NULLS LAST"
9405,"SELECT Description,HasOpenActivity FROM Opportunity ORDER BY Probability"
9406,"SELECT CompanyName,EmployeeNumber FROM User GROUP BY Division"
9407,"SELECT Type,NumberOfEmployees FROM Account ORDER BY NumberOfEmployees"
9408,"SELECT Probability,Probability FROM Opportunity ORDER BY Name DESC NULLS LAST"
9409,SELECT Username FROM User
9410,SELECT MiddleName FROM User GROUP BY Department
9411,"SELECT Id,OrderedDate FROM Order ORDER BY Name DESC"
9412,"SELECT Description,Description FROM Order ORDER BY OrderedDate"
9413,"SELECT DeveloperName,Name FROM Document ORDER BY Name"
9414,"SELECT Company,LastName,Company FROM Lead"
9415,"SELECT AboutMe,ManagerId FROM User ORDER BY FirstName DESC"
9416,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
9417,"SELECT OwnerId,ContactId FROM Opportunity ORDER BY LeadSource"
9418,"SELECT FirstName,IsPersonAccount FROM Contact ORDER BY LastName NULLS LAST"
9419,"SELECT Description,Type FROM Document ORDER BY Name"
9420,"SELECT AccountId,Price FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
9421,"SELECT Id,Name FROM Lead ORDER BY FirstName DESC NULLS LAST"
9422,"SELECT Email,Company FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
9423,"SELECT Id,State FROM Lead GROUP BY IsConverted"
9424,"SELECT Status,BillingPhoneNumber FROM Order GROUP BY Type"
9425,"SELECT FirstName,Company FROM Lead ORDER BY NumberOfEmployees"
9426,"SELECT Price,Quantity FROM Asset ORDER BY Price DESC NULLS LAST LIMIT 1"
9427,SELECT BillingCity FROM Account GROUP BY BillingState
9428,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
9429,"SELECT SerialNumber,SerialNumber FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
9430,"SELECT GrandTotalAmount,BillingState FROM Order ORDER BY TotalAmount DESC NULLS LAST LIMIT 1"
9431,"SELECT OwnerId,Id FROM Order ORDER BY GrandTotalAmount DESC"
9432,"SELECT ContactId,ContactId FROM Opportunity ORDER BY Name"
9433,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
9434,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY FirstName NULLS LAST"
9435,SELECT Id FROM User GROUP BY Division
9436,"SELECT IsPublic,Type,IsPublic FROM Document"
9437,"SELECT FiscalYear,ContactId FROM Opportunity ORDER BY Amount"
9438,"SELECT Industry,BillingStreet FROM Account ORDER BY NumberOfEmployees DESC NULLS LAST LIMIT 1"
9439,"SELECT Origin,Type FROM Case ORDER BY ClosedDate DESC NULLS LAST"
9440,SELECT Name FROM Lead GROUP BY IsConverted
9441,"SELECT Id,Email FROM Contact ORDER BY Department NULLS LAST"
9442,"SELECT Name,Description FROM Asset ORDER BY Quantity NULLS LAST"
9443,"SELECT AboutMe,Department FROM User GROUP BY JobProfile__c"
9444,"SELECT OwnerId,Id FROM Order ORDER BY TotalAmount DESC"
9445,SELECT AboutMe FROM User GROUP BY Country
9446,"SELECT Description,Description FROM Order GROUP BY Type"
9447,"SELECT Status,SerialNumber FROM Asset ORDER BY Name"
9448,"SELECT Description,DeveloperName FROM Document GROUP BY Type"
9449,"SELECT Company,Id FROM Lead ORDER BY LeadSource DESC"
9450,"SELECT LastName,LeadSource FROM Contact ORDER BY LastName DESC NULLS LAST"
9451,"SELECT AssetLevel,Status FROM Asset ORDER BY Price DESC NULLS LAST"
9452,"SELECT OrderedDate,TotalAmount,OrderedDate FROM Order"
9453,"SELECT Id,Id FROM Lead ORDER BY NumberOfEmployees DESC NULLS LAST"
9454,"SELECT ShippingCity,BillingState FROM Order GROUP BY BillingState"
9455,"SELECT Type,OwnerId FROM Order ORDER BY TotalAmount NULLS LAST LIMIT 1"
9456,"SELECT LeadSource,Type FROM Opportunity ORDER BY Probability DESC NULLS LAST"
9457,"SELECT AnnualRevenue,Id FROM Account ORDER BY AnnualRevenue DESC"
9458,"SELECT org62_Chatter_Link__c,CompanyName FROM User GROUP BY City"
9459,SELECT Description FROM Lead GROUP BY Country
9460,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY NumberOfEmployees NULLS LAST"
9461,SELECT EndDate FROM Order GROUP BY BillingCity
9462,"SELECT Body,Url FROM Document"
9463,"SELECT NumberOfEmployees,Phone FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
9464,"SELECT Id,Id FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
9465,SELECT BillingStreet FROM Account GROUP BY Type
9466,"SELECT AnnualRevenue,IsPersonAccount FROM Account ORDER BY Name"
9467,"SELECT Quantity,AssetLevel FROM Asset ORDER BY Name DESC"
9468,"SELECT Id,MobilePhone FROM Lead ORDER BY AnnualRevenue"
9469,"SELECT State,IsConverted FROM Lead ORDER BY LeadSource DESC"
9470,"SELECT Id,Email FROM Contact GROUP BY Department"
9471,"SELECT Phone,BillingPostalCode FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
9472,"SELECT ContactEmail,Status FROM Case"
9473,"SELECT Username,EmployeeNumber FROM User ORDER BY LastName NULLS LAST"
9474,"SELECT Status,Description FROM Asset GROUP BY AssetLevel"
9475,"SELECT BillingPostalCode,Ownership FROM Account ORDER BY NumberOfEmployees"
9476,"SELECT BillingState,NumberOfEmployees,BillingState FROM Account"
9477,"SELECT Company,Status FROM Lead ORDER BY Name NULLS LAST"
9478,"SELECT AnnualRevenue,IsPersonAccount FROM Account GROUP BY BillingState"
9479,"SELECT SerialNumber,AssetLevel FROM Asset GROUP BY Status"
9480,"SELECT Division,MiddleName FROM User ORDER BY Name DESC"
9481,"SELECT HasOpenActivity,HasOpenActivity FROM Opportunity GROUP BY Type"
9482,"SELECT Origin,OwnerId FROM Case"
9483,"SELECT Author.Name,Id FROM Document ORDER BY Name NULLS LAST"
9484,"SELECT AnnualRevenue,IsPersonAccount FROM Account GROUP BY BillingCountry"
9485,"SELECT LastName,FirstName FROM Contact ORDER BY Department"
9486,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Probability"
9487,"SELECT Name,Description FROM Asset ORDER BY Quantity NULLS LAST LIMIT 1"
9488,"SELECT Status,SerialNumber FROM Asset ORDER BY SerialNumber"
9489,"SELECT Price,Id FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
9490,"SELECT Description,MiddleName FROM Contact ORDER BY FirstName"
9491,"SELECT Division,JobProfile__c FROM User GROUP BY City"
9492,SELECT OrderedDate FROM Order GROUP BY Type
9493,"SELECT AccountId,Name FROM Opportunity ORDER BY Name DESC NULLS LAST"
9494,"SELECT IsPersonAccount,MiddleName FROM Contact ORDER BY LeadSource DESC"
9495,"SELECT Email,City FROM User ORDER BY Department NULLS LAST"
9496,"SELECT Id,Amount FROM Opportunity ORDER BY Name"
9497,"SELECT FiscalYear,ContactId FROM Opportunity ORDER BY Probability NULLS LAST"
9498,"SELECT Id,Amount FROM Opportunity ORDER BY Name NULLS LAST"
9499,"SELECT StageName,Id FROM Opportunity ORDER BY Probability NULLS LAST"
9500,"SELECT FiscalYear,Type FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
9501,"SELECT Description,IsPublic FROM Document ORDER BY Name"
9502,"SELECT IsEscalated,ContactEmail FROM Case"
9503,"SELECT NumberOfEmployees,BillingCountry FROM Account ORDER BY AnnualRevenue NULLS LAST"
9504,"SELECT Title,JobProfile__c FROM User GROUP BY JobFamily__c"
9505,"SELECT Email,Company FROM Lead ORDER BY Rating"
9506,"SELECT Division,Email FROM User ORDER BY Department DESC NULLS LAST"
9507,"SELECT FiscalYear,ContactId FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
9508,"SELECT Company,Status FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
9509,"SELECT Name,Name FROM Contact ORDER BY Name NULLS LAST"
9510,"SELECT Type,Name FROM Opportunity ORDER BY Name NULLS LAST"
9511,"SELECT Division,Email FROM User ORDER BY Department DESC"
9512,"SELECT IsClosed,Probability FROM Opportunity ORDER BY Name DESC NULLS LAST"
9513,"SELECT Type,ContactPhone FROM Case GROUP BY Status"
9514,"SELECT LastName,IsConverted FROM Lead ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
9515,"SELECT AboutMe,ManagerId FROM User ORDER BY LastName DESC NULLS LAST"
9516,"SELECT BillingPostalCode,AnnualRevenue FROM Account ORDER BY NumberOfEmployees NULLS LAST LIMIT 1"
9517,"SELECT IsPublic,Keywords,IsPublic FROM Document"
9518,"SELECT Id,IsPersonAccount FROM Contact ORDER BY Name DESC"
9519,"SELECT Company,State FROM Lead GROUP BY Country"
9520,"SELECT Id,Rating FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
9521,"SELECT MiddleName,Phone FROM Lead ORDER BY Rating NULLS LAST"
9522,"SELECT ContactId,ClosedDate FROM Case GROUP BY Type"
9523,"SELECT Probability,Probability FROM Opportunity ORDER BY LeadSource DESC NULLS LAST"
9524,"SELECT Author.Name,ContentType FROM Document GROUP BY Type"
9525,SELECT AnnualRevenue FROM Lead GROUP BY State
9526,"SELECT LeadSource,Email FROM Contact ORDER BY LeadSource"
9527,SELECT EmployeeNumber FROM User GROUP BY City
9528,"SELECT State,Country FROM Lead ORDER BY FirstName DESC"
9529,"SELECT State,MobilePhone FROM Lead ORDER BY Rating NULLS LAST LIMIT 1"
9530,"SELECT Type,LeadSource FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
9531,"SELECT Division,JobProfile__c FROM User GROUP BY State"
9532,SELECT GrandTotalAmount FROM Order GROUP BY BillingState
9533,SELECT count(id) FROM Case
9534,"SELECT LastName,Rating FROM Lead GROUP BY State"
9535,"SELECT ClosedDate,ContactId,ClosedDate FROM Case"
9536,"SELECT AccountId,CaseNumber FROM Case ORDER BY ClosedDate NULLS LAST"
9537,"SELECT Id,State FROM Lead GROUP BY Country"
9538,"SELECT State,IsConverted FROM Lead ORDER BY Name DESC"
9539,"SELECT AccountId,Name FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
9540,"SELECT Ownership,Website FROM Account"
9541,"SELECT BillingState,AccountId FROM Order ORDER BY GrandTotalAmount NULLS LAST"
9542,SELECT Description FROM Case
9543,"SELECT State,MobilePhone FROM Lead GROUP BY City"
9544,"SELECT org62_Chatter_Link__c,State FROM User GROUP BY Country"
9545,"SELECT Rating,NumberOfEmployees FROM Lead ORDER BY Name"
9546,"SELECT Company,LastName FROM Lead ORDER BY Rating DESC NULLS LAST"
9547,"SELECT LeadSource,IsPersonAccount FROM Contact ORDER BY LastName NULLS LAST"
9548,"SELECT OwnerId,Type,OwnerId FROM Opportunity"
9549,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY Amount NULLS LAST"
9550,"SELECT ContentType,Id FROM Document ORDER BY Name DESC"
9551,"SELECT SerialNumber,AssetLevel FROM Asset ORDER BY Quantity DESC NULLS LAST LIMIT 1"
9552,"SELECT BillingStreet,Website FROM Account GROUP BY BillingCity"
9553,"SELECT Type,Type FROM Document ORDER BY Name DESC NULLS LAST"
9554,"SELECT Email,LastName FROM Lead ORDER BY Rating DESC NULLS LAST LIMIT 1"
9555,"SELECT Department,Email FROM Contact ORDER BY LeadSource DESC"
9556,"SELECT State,MobilePhone FROM Lead ORDER BY Name DESC NULLS LAST"
9557,"SELECT MiddleName,AccountId FROM User GROUP BY Country"
9558,"SELECT BillingCountry,IsPersonAccount FROM Account ORDER BY Name DESC NULLS LAST"
9559,"SELECT Description,Amount FROM Opportunity ORDER BY Amount NULLS LAST LIMIT 1"
9560,"SELECT UserType,AccountId,UserType FROM User"
9561,"SELECT Website,Phone FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
9562,"SELECT Id,LeadSource FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
9563,"SELECT Rating,FirstName FROM Lead ORDER BY LeadSource DESC"
9564,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY Amount"
9565,"SELECT BillingCountry,TotalAmount FROM Order"
9566,"SELECT GrandTotalAmount,EndDate FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
9567,"SELECT BillingCountry,IsPersonAccount FROM Account GROUP BY Type"
9568,"SELECT Description,EndDate FROM Order ORDER BY GrandTotalAmount NULLS LAST"
9569,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY Name NULLS LAST"
9570,"SELECT Description,ContactId FROM Asset ORDER BY Quantity"
9571,SELECT BillingState FROM Order GROUP BY BillingCountry
9572,"SELECT LastName,Department FROM Contact ORDER BY Name"
9573,"SELECT BillingPostalCode,BillingState FROM Account ORDER BY Name DESC"
9574,"SELECT Name,LastName FROM Contact ORDER BY LeadSource NULLS LAST"
9575,"SELECT Description,Amount FROM Opportunity ORDER BY Probability NULLS LAST LIMIT 1"
9576,"SELECT Name,BillingCity FROM Account ORDER BY AnnualRevenue"
9577,"SELECT BillingCountry,AnnualRevenue FROM Account ORDER BY Name NULLS LAST"
9578,"SELECT ContactId,ContactId FROM Opportunity ORDER BY Probability DESC NULLS LAST"
9579,"SELECT SerialNumber,SerialNumber FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
9580,"SELECT BillingStreet,BillingStreet FROM Account GROUP BY BillingState"
9581,"SELECT State,EmployeeNumber FROM User ORDER BY LastName DESC NULLS LAST"
9582,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY Probability DESC NULLS LAST LIMIT 1"
9583,"SELECT AccountId,AccountId FROM User ORDER BY Name NULLS LAST"
9584,"SELECT Status,Description FROM Order"
9585,SELECT count(id) FROM Asset GROUP BY AssetLevel
9586,"SELECT ContactId,FiscalYear FROM Opportunity ORDER BY Amount DESC NULLS LAST"
9587,"SELECT CompanyName,JobProfile__c FROM User ORDER BY Department DESC NULLS LAST"
9588,"SELECT AccountId,Name FROM Contact ORDER BY LeadSource DESC NULLS LAST"
9589,"SELECT AccountId,AccountId FROM Order ORDER BY GrandTotalAmount DESC NULLS LAST LIMIT 1"
9590,SELECT MobilePhone FROM Lead GROUP BY Rating
9591,"SELECT Id,Phone FROM Lead ORDER BY Rating DESC NULLS LAST"
9592,"SELECT Business_Unit__c,Country FROM User ORDER BY LastName DESC NULLS LAST"
9593,"SELECT Industry,BillingStreet FROM Account ORDER BY Name NULLS LAST"
9594,"SELECT IsConverted,LastName FROM Lead ORDER BY NumberOfEmployees"
9595,"SELECT State,MiddleName FROM Lead ORDER BY LastName DESC NULLS LAST"
9596,"SELECT AccountId,LastName FROM Contact ORDER BY Name DESC"
9597,"SELECT UserRoleId,Department FROM User GROUP BY City"
9598,"SELECT Department,Phone FROM Contact ORDER BY Department DESC"
9599,"SELECT EndDate,Description FROM Order ORDER BY TotalAmount DESC NULLS LAST"
9600,SELECT CompanyName FROM User GROUP BY JobFamily__c
9601,"SELECT Company,Status FROM Lead ORDER BY Name DESC"
9602,"SELECT Status,BillingCountry FROM Order ORDER BY TotalAmount DESC"
9603,"SELECT OwnerId,NextStep FROM Opportunity ORDER BY LeadSource"
9604,"SELECT IsConverted,Status,IsConverted FROM Lead"
9605,"SELECT FirstName,IsPersonAccount FROM Contact ORDER BY Department DESC"
9606,"SELECT LastName,Email FROM Lead ORDER BY Rating DESC NULLS LAST"
9607,"SELECT BillingCountry,IsPersonAccount FROM Account ORDER BY AnnualRevenue DESC NULLS LAST LIMIT 1"
9608,"SELECT Phone,Description FROM Lead ORDER BY Name"
9609,"SELECT Keywords,Author.Name FROM Document GROUP BY Type"
9610,"SELECT OwnerId,BillingCity FROM Order ORDER BY GrandTotalAmount DESC"
9611,"SELECT Type,NumberOfEmployees FROM Account GROUP BY Type"
9612,"SELECT Origin,OwnerId FROM Case ORDER BY ClosedDate"
9613,"SELECT Quantity,AccountId FROM Asset ORDER BY Name"
9614,"SELECT Email,MiddleName FROM Lead ORDER BY Rating NULLS LAST"
9615,"SELECT Price,Name FROM Asset ORDER BY SerialNumber NULLS LAST"
9616,"SELECT Description,AccountId FROM Order ORDER BY TotalAmount NULLS LAST"
9617,"SELECT Id,Quantity FROM Asset ORDER BY Name"
9618,"SELECT Id,MobilePhone FROM Lead ORDER BY LeadSource"
9619,"SELECT Phone,BillingPostalCode FROM Account ORDER BY Name"
9620,"SELECT Id,ContactId FROM Opportunity ORDER BY Name DESC"
9621,"SELECT City,org62_Chatter_Link__c FROM User GROUP BY Department"
9622,"SELECT Name,AccountId FROM Contact ORDER BY Name DESC NULLS LAST"
9623,"SELECT AccountId,TotalAmount FROM Order ORDER BY GrandTotalAmount NULLS LAST"
9624,"SELECT ContactId,ContactId FROM Opportunity ORDER BY LeadSource DESC"
9625,"SELECT ContactId,Status FROM Asset ORDER BY Quantity NULLS LAST"
9626,"SELECT Name,DeveloperName FROM Document GROUP BY Type"
9627,"SELECT Department,EmployeeNumber FROM User ORDER BY LastName DESC NULLS LAST"
9628,"SELECT Company,Id FROM Lead ORDER BY Name DESC"
9629,"SELECT Rating,FirstName FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
9630,"SELECT Rating,Status FROM Lead ORDER BY AnnualRevenue DESC NULLS LAST"
9631,"SELECT ShippingState,ShippingState FROM Order GROUP BY BillingCountry"
9632,"SELECT SerialNumber,SerialNumber FROM Asset ORDER BY SerialNumber DESC"
9633,"SELECT Description,Status FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
9634,"SELECT Price,Id FROM Asset ORDER BY Price NULLS LAST LIMIT 1"
9635,"SELECT Quantity,Name FROM Asset ORDER BY Quantity NULLS LAST"
9636,"SELECT Type,Reason FROM Case ORDER BY ClosedDate"
9637,"SELECT BillingStreet,BillingStreet FROM Account ORDER BY AnnualRevenue DESC NULLS LAST"
9638,"SELECT Status,Description FROM Asset ORDER BY SerialNumber DESC"
9639,"SELECT Email,UserType FROM User ORDER BY Department DESC"
9640,"SELECT DeveloperName,Url FROM Document GROUP BY Type"
9641,"SELECT Company,Status FROM Lead GROUP BY Country"
9642,"SELECT Company,Id FROM Lead ORDER BY FirstName DESC NULLS LAST"
9643,"SELECT Id,LastName,Id FROM User"
9644,SELECT Description FROM Order
9645,"SELECT OwnerId,Comments FROM Case ORDER BY ClosedDate DESC"
9646,"SELECT Country,MiddleName FROM Lead ORDER BY Name DESC NULLS LAST"
9647,"SELECT State,EmployeeNumber FROM User ORDER BY FirstName DESC"
9648,"SELECT org62_Chatter_Link__c,CompanyName FROM User ORDER BY LastName DESC"
9649,"SELECT AccountId,AccountId FROM User GROUP BY Business_Unit__c"
9650,"SELECT IsPersonAccount,BillingCity FROM Account GROUP BY BillingState"
9651,"SELECT IsClosed,ContactId FROM Opportunity ORDER BY Amount DESC NULLS LAST LIMIT 1"
9652,"SELECT BillingStreet,AccountNumber FROM Account ORDER BY NumberOfEmployees"
9653,"SELECT Quantity,AssetLevel FROM Asset ORDER BY SerialNumber DESC NULLS LAST"
9654,"SELECT Name,Id FROM Opportunity ORDER BY LeadSource NULLS LAST"
9655,"SELECT OwnerId,Id FROM Order ORDER BY GrandTotalAmount"
9656,"SELECT LeadSource,HasOpenActivity FROM Opportunity ORDER BY Amount DESC"
9657,"SELECT Id,MobilePhone FROM Lead ORDER BY FirstName"
9658,"SELECT Description,EndDate FROM Order ORDER BY TotalAmount NULLS LAST"
9659,SELECT count(id) FROM Account
9660,SELECT ContactId FROM Opportunity GROUP BY Type
9661,"SELECT Description,MobilePhone FROM Lead ORDER BY LastName DESC"
9662,"SELECT LeadSource,Department FROM Contact ORDER BY FirstName"
9663,"SELECT Name,Name FROM Contact ORDER BY FirstName"
9664,"SELECT Description,DeveloperName FROM Document ORDER BY Name DESC"
9665,"SELECT LeadSource,Type FROM Opportunity ORDER BY Amount DESC NULLS LAST"
9666,"SELECT Division,JobProfile__c FROM User GROUP BY JobFamily__c"
9667,"SELECT Name,Id FROM Opportunity ORDER BY Amount"
9668,"SELECT ClosedDate,Reason FROM Case ORDER BY ClosedDate DESC"
9669,"SELECT Name,TotalAmount FROM Order ORDER BY Name DESC NULLS LAST"
9670,"SELECT BillingCountry,BillingCity FROM Order GROUP BY BillingCity"
9671,"SELECT Description,AccountId FROM Order ORDER BY Name DESC NULLS LAST"
9672,"SELECT DeveloperName,Name FROM Document"
9673,"SELECT AboutMe,Department FROM User ORDER BY FirstName NULLS LAST"
9674,"SELECT MiddleName,JobFamily__c FROM User ORDER BY Department DESC NULLS LAST"
9675,"SELECT Description,Status FROM Case GROUP BY Status"
9676,"SELECT ContentType,Id FROM Document"
9677,"SELECT AssetLevel,Description FROM Asset ORDER BY Quantity"
9678,"SELECT Status,ContactId FROM Asset ORDER BY SerialNumber NULLS LAST"
9679,"SELECT ContactId,ContactId FROM Asset GROUP BY AssetLevel"
9680,"SELECT FiscalYear,Type FROM Opportunity ORDER BY Name NULLS LAST"
9681,"SELECT FirstName,Name FROM Contact ORDER BY LeadSource DESC NULLS LAST"
9682,"SELECT Description,OwnerId FROM Order GROUP BY BillingCity"
9683,"SELECT ContactId,SerialNumber FROM Asset ORDER BY SerialNumber NULLS LAST"
9684,SELECT OwnerId FROM Order GROUP BY BillingCountry
9685,"SELECT Id,Description FROM Asset ORDER BY Quantity DESC NULLS LAST"
9686,"SELECT Price,Id FROM Asset GROUP BY Status"
9687,"SELECT AccountId,AccountId FROM User ORDER BY LastName"
9688,"SELECT Description,HasOpenActivity FROM Opportunity ORDER BY LeadSource"
9689,"SELECT Description,EndDate FROM Order ORDER BY Name DESC NULLS LAST"
9690,"SELECT CaseNumber,Type FROM Case GROUP BY Type"
9691,"SELECT Username,State FROM User ORDER BY Name DESC"
9692,"SELECT MiddleName,MobilePhone FROM Lead ORDER BY LastName DESC"
9693,"SELECT OwnerId,FiscalQuarter FROM Opportunity ORDER BY Amount"
9694,"SELECT MiddleName,Description FROM Lead ORDER BY LastName NULLS LAST"
9695,"SELECT IsPersonAccount,LastName FROM Contact ORDER BY LastName DESC"
9696,"SELECT BillingStreet,AccountNumber FROM Account GROUP BY BillingCity"
9697,"SELECT Type,Industry FROM Account ORDER BY NumberOfEmployees"
9698,"SELECT Description,Name FROM Account"
9699,"SELECT LastName,LeadSource,LastName FROM Contact"
9700,"SELECT LastName,Name FROM Contact ORDER BY LastName DESC"
9701,"SELECT MiddleName,Email FROM Contact GROUP BY Department"
9702,"SELECT Company,LastName FROM Lead ORDER BY Rating DESC"
9703,"SELECT BillingStreet,BillingCity,BillingStreet FROM Account"
9704,"SELECT GrandTotalAmount,Status FROM Order GROUP BY Status"
9705,"SELECT Company,Status FROM Lead GROUP BY City"
